faction,ability_id,name,flags,text
"adeptus-astartes","feel-no-pain-6","Feel No Pain 6+","","unit gains Feel No Pain 6+ / Scope: unit. Duration: permanent."
"adeptus-astartes","ferocious-assault","Ferocious Assault","","If during the shooting phase: /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","fervour-of-the-ancients-aura","Fervour of the Ancients (Aura)","","+1 to charge rolls for friendly within aura / Scope: aura 6. Duration: permanent."
"adeptus-astartes","fights-first","Fights First","","unit fights first / Scope: unit. Duration: permanent."
"adeptus-astartes","finest-hour","Finest Hour","","If during the fight phase: /   -> +3 A for unit /   -> unit's weapons gain Devastating Wounds / Scope: unit. Duration: phase."
"adeptus-astartes","fire-and-redeploy","Fire and Redeploy","","If during the shooting phase and not an enemy unit is within engagement range: /   -> unit gains move after shoot D6"" / Scope: unit. Duration: phase."
"adeptus-astartes","fire-focus","Fire Focus","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: turn."
"adeptus-astartes","fire-support","Fire Support","","If during the shooting phase: /   -> re-roll wound rolls (all failures) for unit / Scope: unit. Duration: phase."
"adeptus-astartes","firing-deck-2","Firing Deck 2","","unit gains firing deck (2) / Scope: self. Duration: permanent."
"adeptus-astartes","firing-deck-6","Firing Deck 6","","unit gains firing deck (6) / Scope: self. Duration: permanent."
"adeptus-astartes","for-the-chapter","For the Chapter!","","self shoots on death / Scope: unit. Duration: permanent."
"adeptus-astartes","force-of-untamed-destruction","Force of Untamed Destruction","","self: cannot be warlord / Scope: unit. Duration: permanent."
"adeptus-astartes","forlorn-hero","Forlorn Hero","","If attached to a unit: /   -> self gains special embark rule / Scope: unit. Duration: permanent."
"adeptus-astartes","fortification","Fortification","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","fortis-doctrines","Fortis Doctrines","","If the unit is below starting strength and the unit is below half strength and the target has ""A"" and the target has ""A"": /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","fury-of-the-first","Fury of the First","","+1 to hit rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","fury-unbound","Fury Unbound","","If attached to a unit: /   -> unit's weapons gain Lethal Hits / Scope: unit. Duration: permanent."
"adeptus-astartes","gene-seed-recovery","Gene-seed Recovery","","gain 1 CP / Scope: unit. Duration: permanent."
"adeptus-astartes","gift-of-the-iron-wolf","Gift of the Iron Wolf","paren_plural","return d3 model(s) to self with full wounds / Scope: aura 6. Duration: until next command phase."
"adeptus-astartes","glory-of-ultramar","Glory of Ultramar","","If during the shooting phase and in the opponent's turn and destroyed by a ranged attack and not an enemy unit is within engagement range: /   -> unit gains surge move D6"" / Scope: unit. Duration: phase."
"adeptus-astartes","grand-master-of-the-deathwing","Grand Master of the Deathwing","","If attached to a unit: /   -> unit's weapons gain Precision / Scope: unit. Duration: permanent."
"adeptus-astartes","grand-master-of-the-ravenwing","Grand Master of the Ravenwing","","If attached to a unit: /   -> +1 to charge rolls for friendly within aura / Scope: unit. Duration: permanent."
"adeptus-astartes","grapnel-launcher","Grapnel Launcher","","unit gains ignore vertical / Scope: unit. Duration: permanent."
"adeptus-astartes","guardian-of-the-lost","Guardian of the Lost","placeholder","If attached to a unit: /   -> reduce incoming damage to unit by ? / Scope: unit. Duration: permanent."
"adeptus-astartes","guerrilla-tactics","Guerrilla Tactics","","unit gains redeploy to reserves / Scope: unit. Duration: permanent."
"adeptus-astartes","guidance-of-the-ancients-psychic","Guidance of the Ancients (Psychic)","","If during the shooting phase: /   -> +1 to hit rolls for unit / Scope: unit. Duration: phase."
"adeptus-astartes","guile-of-the-wolf-aura","Guile of the Wolf (Aura)","","If the target has ""A"": /   -> gain 1 CP / Scope: aura 12. Duration: permanent."
"adeptus-astartes","hailstrike","Hailstrike","","If during the shooting phase: /   -> +-1 AP for unit / Scope: unit. Duration: phase."
"adeptus-astartes","hammer-blow","Hammer Blow","","If during the fight phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","hammer-of-wrath","Hammer of Wrath","","deal 1 mortal wounds to defender / Scope: unit. Duration: permanent."
"adeptus-astartes","hammerstrike","Hammerstrike","","unit gains benefit of cover / Scope: unit. Duration: phase."
"adeptus-astartes","haywire-mine","Haywire Mine","","deal d3 mortal wounds to defender / Scope: aura 6. Duration: one use."
"adeptus-astartes","headhunters","Headhunters","","unit's weapons gain Devastating Wounds / unit's weapons gain Precision / Scope: unit. Duration: permanent."
"adeptus-astartes","healing-balms","Healing Balms","paren_plural","If attached to a unit: /   -> return 1 model(s) to unit with full wounds / Scope: unit. Duration: permanent."
"adeptus-astartes","heirs-of-azkaellon","Heirs of Azkaellon","","If during the fight phase and attached to a unit: /   -> -1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","heirs-of-sigismund","Heirs of Sigismund","","self: army composition rule / Scope: unit. Duration: permanent."
"adeptus-astartes","helix-gauntlet","Helix Gauntlet","","unit gains Feel No Pain 6+ / Scope: unit. Duration: permanent."
"adeptus-astartes","heroes-of-ultramar","HEROES OF ULTRAMAR","","unit gains forced attachment / Scope: unit. Duration: permanent."
"adeptus-astartes","heroic-last-stand","Heroic Last Stand","","If during the fight phase: /   -> self fights on death / Scope: unit. Duration: permanent."
"adeptus-astartes","high-king-of-fenris","High King of Fenris","","unit gains once per battle special / Scope: unit. Duration: phase."
"adeptus-astartes","high-marshal","High Marshal","","If during the fight phase: /   -> deal d3 mortal wounds to defender / Scope: unit. Duration: permanent."
"adeptus-astartes","honour-guard","Honour Guard","","If attached to a unit: /   -> -1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","honour-guard-of-macragge","HONOUR GUARD OF MACRAGGE","","If attached to a unit: /   -> unit gains attached unit eligibility / Scope: unit. Duration: permanent."
"adeptus-astartes","honour-of-ultramar","Honour of Ultramar","paren_plural","If during the fight phase: /   -> return d3 model(s) to self with full wounds / Scope: unit. Duration: permanent."
"adeptus-astartes","honour-or-death","Honour or Death","placeholder","refund ? CP / Scope: unit. Duration: permanent."
"adeptus-astartes","hood-of-hellfire","Hood of Hellfire","","If attached to a unit: /   -> unit gains Feel No Pain 4+ / Scope: unit. Duration: permanent."
"adeptus-astartes","hover","Hover","","set M to 20 for self / Scope: self. Duration: permanent."
"adeptus-astartes","hunting-hounds","Hunting Hounds","","If not (the unit is battle-shocked): /   -> -1 OC for self / Scope: aura 6. Duration: battle round."
"adeptus-astartes","icon-of-obstinacy","Icon of Obstinacy","","-1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","icon-of-old-caliban-aura","Icon of Old Caliban (Aura)","","If during the shooting phase: /   -> unit gains benefit of cover / Scope: aura 6. Duration: permanent."
"adeptus-astartes","incendiary-terror","Incendiary Terror","","If during the shooting phase: /   -> force a battle shock test on enemy within aura / Scope: unit. Duration: permanent."
"adeptus-astartes","indomitor-doctrines","Indomitor Doctrines","","If during the fight phase and the unit charged this turn: /   -> +2 S for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","infernum-halo-launcher","Infernum Halo-launcher","","self's weapons gain Smoke / Scope: unit. Duration: permanent."
"adeptus-astartes","infiltrator-comms-array","Infiltrator Comms Array","","gain 1 CP / Scope: unit. Duration: permanent."
"adeptus-astartes","infiltrators","Infiltrators","","unit gains infiltrate / Scope: unit. Duration: one use."
"adeptus-astartes","inner-circle","Inner Circle","placeholder","reduce incoming damage to unit by ? / Scope: unit. Duration: permanent."
"adeptus-astartes","inspirational-exemplar","Inspirational Exemplar","","If during the fight phase and attached to a unit: /   -> -5 to hit rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","inspiring-commander","Inspiring Commander","","If the unit has ""TERMINATOR-ASSAULT-SQUAD"" or the unit has ""TERMINATOR-SQUAD"" and not (the unit has ""CHARACTER"") and not (the unit is battle-shocked): /   -> -2 OC for unit / Scope: unit. Duration: battle."
"adeptus-astartes","inspiring-leader","Inspiring Leader","","unit can fall back and act / Scope: unit. Duration: permanent."
"adeptus-astartes","instigator-bolt-carbine","Instigator Bolt Carbine","","If during the shooting phase: /   -> unit gains shoot and scoot / Scope: unit. Duration: turn."
"adeptus-astartes","interception-strike","Interception Strike","","If during the shooting phase: /   -> re-roll hit rolls (all failures) for unit / Scope: aura 12. Duration: permanent."
"adeptus-astartes","interceptor","Interceptor","","If during the shooting phase and the target has ""A"": /   -> +1 to hit rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","into-the-foe","Into the Foe","","unit gains transport disembark modifier / Scope: unit. Duration: turn."
"adeptus-astartes","intractable-will","Intractable Will","","If during the fight phase and attached to a unit: /   -> self fights on death / Scope: unit. Duration: permanent."
"adeptus-astartes","inviolable-transport","Inviolable Transport","placeholder","reduce incoming damage to self by ? / Scope: unit. Duration: one use."
"adeptus-astartes","iron-father","Iron Father","","self gains lone operative / Scope: aura 6. Duration: permanent."
"adeptus-astartes","iron-priest","Iron Priest","","self gains lone operative / Scope: aura 6. Duration: permanent."
"adeptus-astartes","isolate-and-destroy","Isolate and Destroy","","+1 to wound rolls for unit / Scope: aura 6. Duration: permanent."
"adeptus-astartes","judgement-of-the-omnissiah","Judgement of the Omnissiah","","re-roll wound rolls (all failures) for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","judgement-of-the-weak","Judgement of the Weak","","enemy within aura: anti fallback / Scope: unit. Duration: permanent."
"adeptus-astartes","keep-the-banner-high","Keep the Banner High","","If the unit is below starting strength and the unit is below half strength and attached to a unit: /   -> +1 to hit rolls for unit /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","kill-teams","Kill Teams","","self gains special embark rule / Scope: unit. Duration: permanent."
"adeptus-astartes","knight-champion-of-macragge","Knight Champion of Macragge","","unit gains reactive move / Scope: aura 9. Duration: permanent."
"adeptus-astartes","knights-of-caliban","Knights of Caliban","","If the unit charged this turn: /   -> unit's weapons gain anti-monster 4+ / Scope: unit. Duration: phase."
"adeptus-astartes","last-survivor","Last Survivor","","self gains cannot be warlord / Scope: self. Duration: battle."
"adeptus-astartes","leader","Leader","","unit gains leader / Scope: attached. Duration: permanent."
"adeptus-astartes","legacy-of-jerulas","Legacy of Jerulas","","If during the shooting phase: /   -> re-roll hit rolls (ones) for unit /   -> re-roll wound rolls (ones) for unit / Scope: unit. Duration: turn."
"adeptus-astartes","legendary-tenacity","Legendary Tenacity","","-1 to wound rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","let-loose-the-wolves","Let Loose the Wolves","","If at declare battle formations: /   -> self gains split by headtakers hunting wolves / Scope: self. Duration: battle."
"adeptus-astartes","lightning-fast-manoeuvres","Lightning-fast Manoeuvres","","If during the shooting phase: /   -> -1 to hit rolls for attacker / Scope: unit. Duration: permanent."
"adeptus-astartes","line-breaker","Line-breaker","","If during the shooting phase: /   -> self gains target in engagement / Scope: unit. Duration: permanent."
"adeptus-astartes","litanies-of-the-devout","Litanies of the Devout","","If during the fight phase and attached to a unit: /   -> re-roll hit rolls (all failures) for unit / Scope: unit. Duration: permanent."
"adeptus-astartes","litany-of-hate","Litany of Hate","","If during the fight phase and attached to a unit: /   -> +1 to wound rolls for unit / Scope: unit. Duration: permanent."
